epoch,train_loss,eval_loss,pearson_mean,pearson_anger,pearson_fear,pearson_joy,pearson_sadness,pearson_surprise
26,0.5801163028608932,0.5836474895477295,-0.02035021111369133,-0.03104975074529648,0.02990397997200489,-0.027377931401133537,-0.018428180366754532,-0.05479917302727699
27,0.5800812756001708,0.5810671448707581,0.01880454421043396,0.0940227210521698,0.0,0.0,0.0,0.0
28,0.5795648860545294,0.5816415548324585,-0.0124115239828825,0.0,-0.038066316395998,0.0,0.0,-0.023991303518414497
29,0.5793165446293016,0.5852583646774292,0.007430924475193024,0.02082689292728901,0.0,0.0,0.0,0.01632772944867611
30,0.5800553912575911,0.5794157385826111,0.007250084448605776,0.030308065935969353,0.0,0.0,0.0,0.0059423563070595264
31,0.5797287790398848,0.5801359415054321,0.011023253388702869,0.017238756641745567,0.0,0.0,0.022468840703368187,0.015408669598400593
32,0.5800700322819142,0.5800904631614685,-0.0003631157334893942,0.0,-0.001815578667446971,0.0,0.0,0.0
33,0.5795587084071356,0.5803998708724976,0.006591159477829933,0.0,-0.012650027871131897,0.014610687270760536,0.030995137989521027,0.0
34,0.5787079228080718,0.5802774429321289,0.009019326325505972,0.01849544607102871,0.005929398816078901,0.02067178674042225,0.0,0.0
35,0.579802540149766,0.5802010893821716,0.0017991289496421814,0.0,0.0,0.0,0.0,0.008995644748210907
36,0.5794936577800797,0.5807527303695679,0.006415976770222187,0.032444827258586884,0.02916531451046467,-0.012304072268307209,-0.017226185649633408,0.0
37,0.5792779343330908,0.5811335444450378,0.0128427654504776,0.04041687026619911,0.0,0.0,-0.014187239110469818,0.03798419609665871
38,0.5789732527636323,0.5824728012084961,3.911033272743225e-05,0.01695369929075241,0.0,0.0,0.0,-0.01675814762711525
39,0.5798514053406503,0.5813391804695129,0.008579935133457183,0.0,0.0,0.0,0.04289967566728592,0.0
40,0.5789907972822305,0.5792824625968933,0.0001254640519618988,0.02304936945438385,0.034885626286268234,0.0,0.0,-0.05730767548084259
41,0.5791858256104504,0.5801945924758911,-0.0010482913814485074,0.0,-0.0052414569072425365,0.0,0.0,0.0
42,0.5794235414821609,0.5814874768257141,-0.012646424770355224,0.0,-0.01801004633307457,0.0,0.0,-0.04522207751870155
43,0.5791538253969509,0.5807799100875854,0.01629285290837288,0.0,0.018649637699127197,0.0,-0.04105508700013161,0.1038697138428688
44,0.5794796962969699,0.5806964635848999,0.003351452201604843,0.0,0.0,0.028690092265605927,0.0,-0.01193283125758171
45,0.5791927445755314,0.5794205069541931,0.020169086195528506,0.021906614303588867,0.02112468332052231,-0.008195499889552593,0.029532793909311295,0.03647683933377266
46,0.5791100876534033,0.5790257453918457,0.004879079014062882,0.04729819670319557,-0.022902801632881165,0.0,0.0,0.0
47,0.5792385209427189,0.5797361731529236,-0.000919719785451889,0.026473412290215492,0.017518114298582077,-0.029613085091114044,0.0,-0.01897704042494297
48,0.5786547332640118,0.5801976919174194,-0.003584027849137783,-0.029537539929151535,0.0,0.0,0.01161740068346262,0.0
49,0.5787659926935729,0.5812334418296814,0.0011337780859321355,0.011513657867908478,0.0,0.0,-0.009337111376225948,0.0034923439379781485
50,0.5791961422815979,0.5797432065010071,0.00793596301227808,0.026117753237485886,0.0,0.0,0.013562061823904514,0.0
51,0.5789904266233868,0.579692006111145,-0.0012937205843627452,-0.01695369742810726,0.003626536577939987,0.0,0.0,0.006858557928353548
52,0.5785191339037197,0.5810361504554749,0.0,0.0,0.0,0.0,0.0,0.0
53,0.5789340247026822,0.5802170634269714,-0.0070396121591329575,-0.013248646631836891,-0.021949414163827896,0.0,0.0,0.0
54,0.5791262113131009,0.5799800753593445,-0.011490340903401374,-0.027746954932808876,-0.023726871237158775,0.0,0.0,-0.005977878347039223
55,0.5787675988818952,0.5794463753700256,0.010593707067891955,0.04919050633907318,0.0037780290003865957,0.0,0.0,0.0
56,0.5784821915723052,0.5820144414901733,-0.02827754206955433,-0.09741564840078354,-0.017859505489468575,-0.02611255645751953,0.0,0.0
57,0.5784294344635628,0.5811788439750671,-0.0024832049384713173,0.011369205079972744,0.0,0.0,0.0,-0.02378522977232933
58,0.5784299904518282,0.5793890357017517,0.0027672970667481423,0.013836485333740711,0.0,0.0,0.0,0.0
59,0.5784092953330592,0.5793411135673523,-0.0012807252816855908,0.0,0.0,0.0,-0.006403626408427954,0.0
60,0.5785597828235703,0.5789469480514526,-0.02139122597873211,-0.022936588153243065,0.0,-0.08401954174041748,0.0,0.0
61,0.5783862527082806,0.5792747735977173,0.00847547287121415,0.0,0.0,0.0,0.04005013406276703,0.002327230293303728
62,0.5786501618049406,0.582809329032898,0.0040707305073738095,0.02035365253686905,0.0,0.0,0.0,0.0
63,0.578428260710558,0.5803259611129761,0.0006923322565853596,0.0,0.00966684240847826,-0.006205181125551462,0.0,0.0
64,0.5783572177655301,0.5815053582191467,-0.004526050761342049,-0.022630253806710243,0.0,0.0,0.0,0.0
65,0.5788068269428454,0.580664336681366,0.0,0.0,0.0,0.0,0.0,0.0
66,0.5782630704192497,0.5807283520698547,-0.005803484097123146,0.0,-0.04512343183159828,0.0,0.01610601134598255,0.0
67,0.5784095424389549,0.5793314576148987,0.002017136849462986,0.0,0.0,0.01008568424731493,0.0,0.0
68,0.5781234555881516,0.5793408751487732,-0.0030373815447092057,0.0,0.0,-0.015186907723546028,0.0,0.0
69,0.5785593503882528,0.5787201523780823,0.0017226157011464237,0.001600113813765347,0.0,0.007012964691966772,0.0,0.0
70,0.5779769217919725,0.5817993879318237,-0.0010862033814191818,-0.018729547038674355,0.0,0.0,0.053991932421922684,-0.04069340229034424
71,0.5784223919455339,0.5803554654121399,-0.037775515019893645,-0.06729647517204285,-0.04378882050514221,0.0,-0.04715424403548241,-0.030638035386800766
72,0.578397681355959,0.5801193118095398,0.014027541875839234,0.06933066248893738,0.0,-0.01814679056406021,0.0,0.018953837454319
73,0.5782426841828504,0.5799314975738525,0.0033308885991573333,0.0,0.06323850899934769,-0.04658406600356102,0.0,0.0
74,0.5778540483853112,0.5793725252151489,0.0003991220146417618,0.020553020760416985,0.0,-0.018557410687208176,0.0,0.0
75,0.5780986832221028,0.5799254775047302,0.010200002416968345,-0.029572680592536926,0.0,0.02511332742869854,0.0,0.055459365248680115
76,0.578235209229504,0.579393744468689,-0.0024896977469325066,0.0,0.0,0.008493996225297451,-0.020942484959959984,0.0
77,0.5776459852210906,0.5815409421920776,-0.012327351793646812,0.008846057578921318,0.0,-0.014319662004709244,-0.056163154542446136,0.0
78,0.578093493998292,0.5790506601333618,-0.006400589644908905,0.0,0.0,0.0,0.0,-0.032002948224544525
79,0.577985261615954,0.5793008208274841,-0.010025988519191741,-0.05012994259595871,0.0,0.0,0.0,0.0
80,0.5781106060815726,0.5798895955085754,-0.00888559240847826,0.0,0.0,-0.00010171346366405487,-0.004255457781255245,-0.040070790797472
81,0.5779334929307945,0.579929769039154,-0.010337194055318832,0.0,0.0,0.0,0.0,-0.05168597027659416
82,0.5777426654028024,0.5801498889923096,-0.017537091113626956,-0.06779325753450394,0.0,-0.03595526143908501,0.02935418300330639,-0.01329111959785223
83,0.5776729197637273,0.5805119276046753,0.0009839674457907677,0.0,0.0,0.0,0.004919837228953838,0.0
84,0.5778300791134235,0.5805264115333557,0.00409594401717186,0.0,0.0204797200858593,0.0,0.0,0.0
85,0.5779144657768218,0.5807434916496277,-0.004121623141691089,0.0,-0.01737375371158123,0.0,0.0,-0.0032343619968742132
86,0.5776289349142839,0.5800766348838806,0.010606239922344685,0.009779540821909904,0.05489176884293556,0.0,-0.011640110053122044,0.0
87,0.5775358377680605,0.5799283981323242,-0.001817268505692482,-0.009779540821909904,0.0,-0.04130617156624794,0.041999369859695435,0.0
88,0.5775622163224317,0.5797742605209351,-0.0010405659675598144,-0.0452529601752758,0.0,0.0,0.04005013033747673,0.0
89,0.5775533822866586,0.5795633792877197,-0.004375631501898169,0.006284626200795174,0.01614956744015217,0.0015110403764992952,0.0,-0.045823391526937485
90,0.577728271484375,0.5800257921218872,0.003376886062324047,0.025097714737057686,-0.00821328442543745,0.0,0.0,0.0
91,0.5776838541996141,0.5799315571784973,-0.0037220783531665804,0.004099210724234581,-0.022709602490067482,0.0,0.0,0.0
92,0.5776085486778846,0.5801893472671509,0.0025750532746315,0.0,0.006927359849214554,0.0,0.0,0.005947906523942947
93,0.5775735831936362,0.5799751877784729,-0.01588972508907318,-0.0794486254453659,0.0,0.0,0.0,0.0
94,0.5776266491847483,0.5797759294509888,0.001237359002698213,0.026386305689811707,0.0,-0.00022635370260104537,-0.019973156973719597,0.0
95,0.5778968594817497,0.5799314975738525,0.00949107762426138,0.0,0.0,0.01461068820208311,0.032844699919223785,0.0
96,0.577775530486937,0.5800837874412537,-0.008001749217510224,0.0,-0.06514261662960052,0.042543672025203705,-0.017409801483154297,0.0
97,0.5773573037583818,0.5798265337944031,-0.006528870016336441,-0.032644350081682205,0.0,0.0,0.0,0.0
98,0.5776113903956858,0.579958438873291,0.002765467099379748,0.0,0.0,0.0032044455874711275,0.010830903425812721,-0.00020801351638510823
99,0.5773468635342864,0.5799877643585205,0.002803672105073929,0.014018360525369644,0.0,0.0,0.0,0.0
100,0.5776218306197811,0.5799838304519653,-0.0038437405601143837,-0.024366246536374092,0.005147543735802174,0.0,0.0,0.0
epoch-100, training batch size-8, eval batch size-4 
