epoch,train_loss,eval_loss,accuracy,pearson_anger,pearson_fear,pearson_joy,pearson_sadness,pearson_surprise
38,0.5786984092310855,0.5821877121925354,0.003427945193834603,0.0,0.0,0.0,0.018229933455586433,-0.0010902074864134192
39,0.5795163297460146,0.5808602571487427,0.00027962327003479005,0.031400278210639954,-0.00878667738288641,0.0,-0.005184597335755825,-0.01603088714182377
40,0.5795833572202366,0.5792938470840454,-0.004881430161185562,-0.0019315528916195035,0.0,0.0,-0.017879167571663857,-0.004596430342644453
41,0.5791406052315283,0.5801624655723572,0.0,0.0,0.0,0.0,0.0,0.0
42,0.5792259185420356,0.580981969833374,0.009416508255526423,-0.02058286778628826,0.0,0.002583056455478072,0.017879169434309006,0.0472031831741333
43,0.579262057779289,0.5815129280090332,-0.0005138194188475609,0.0,0.0,0.0,0.006340889260172844,-0.008909986354410648
44,0.5789191983489372,0.5817107558250427,-0.007996798306703568,0.0,0.004367530345916748,-0.044351521879434586,0.0,0.0
45,0.5789180245959324,0.57944256067276,0.0,0.0,0.0,0.0,0.0,0.0
46,0.5784231950396951,0.5791364312171936,-0.0013430392369627952,0.0,0.0,0.0,0.010241697542369366,-0.016956893727183342
47,0.5788287575910931,0.5802283883094788,0.015068154782056808,0.08816058188676834,-0.012819807976484299,0.0,0.0,0.0
48,0.5783525845299848,0.5800289511680603,0.01255805790424347,0.06279028952121735,0.0,0.0,0.0,0.0
49,0.5789959247295673,0.5807821750640869,-0.006662939675152302,0.009323998354375362,0.0,-0.02576989307999611,0.0,-0.016868803650140762
50,0.5788373445209704,0.5798872113227844,0.0014855834655463696,0.0,0.007427917327731848,0.0,0.0,0.0
51,0.578442036864246,0.5798550844192505,-0.0047154933214187626,-0.02357746660709381,0.0,0.0,0.0,0.0
52,0.5782424370769547,0.5805283188819885,-0.006618928164243698,-0.08223360031843185,0.0,0.049138959497213364,0.0,0.0
53,0.5780798413975519,0.5803478956222534,0.0023413626477122307,-0.029279103502631187,0.014333854429423809,0.0,0.0,0.026652062311768532
54,0.5778914231520432,0.5803183913230896,0.0026421980001032352,-0.0068750581704080105,0.048385635018348694,-0.028299586847424507,0.0,0.0
55,0.5780079953583629,0.5793403387069702,0.007627140078693628,0.0,0.0,0.0,0.03330618888139725,0.004829511512070894
56,0.5783922450262525,0.580545961856842,0.0,0.0,0.0,0.0,0.0,0.0
57,0.5778583109620129,0.5805119276046753,0.019258893388905563,0.020315147936344147,0.0,-0.0002263518254039809,0.07620567083358765,0.0
58,0.5781046137636007,0.5799410343170166,-0.003433627262711525,0.0,0.0,0.0,0.017879167571663857,-0.03504730388522148
59,0.5780055860758793,0.57993483543396,-0.01403694860637188,-0.0716073215007782,0.0,0.0,0.025413878262043,-0.0239912997931242
60,0.5780593933846786,0.5800533890724182,0.004855895857326686,0.009182310663163662,0.014429423026740551,0.0,0.0,0.000667745596729219
batch size 4 for training and validation
