model,roberta-base
learning_rate,2e-05
train_batch_size,8
eval_batch_size,4
epochs,10


EPOCH 1
epoch,train_loss,val_loss,test_loss,val_f1_macro,val_f1_micro,test_f1_macro,test_f1_micro,val_pearson_mean,test_pearson_mean
1,0.30904657155396004,0.26671651005744934,0.2625659108161926,0.003149508951683318,0.005672149744753261,0.0014336917562724016,0.002331002331002331,0.3044936299324036,0.2760081499814987

FINAL TEST SCORES AFTER EPOCH 1
metric,value
test_loss,0.2625659108161926
test_f1_macro,0.0014336917562724016
test_f1_micro,0.002331002331002331
test_pearson_mean,0.2760081499814987

CLASSWISE RESULTS AFTER EPOCH 1
class,precision,recall,f1_score,support
anger_1,0.0,0.0,0.0,36.0
anger_2,0.0,0.0,0.0,15.0
anger_3,0.0,0.0,0.0,9.0
fear_1,0.0,0.0,0.0,159.0
fear_2,0.0,0.0,0.0,99.0
fear_3,0.0,0.0,0.0,50.0
joy_1,0.5,0.01098901098901099,0.021505376344086023,91.0
joy_2,0.0,0.0,0.0,31.0
joy_3,0.0,0.0,0.0,12.0
sadness_1,0.0,0.0,0.0,99.0
sadness_2,0.0,0.0,0.0,53.0
sadness_3,0.0,0.0,0.0,22.0
surprise_1,0.0,0.0,0.0,121.0
surprise_2,0.0,0.0,0.0,53.0
surprise_3,0.0,0.0,0.0,6.0

EPOCH 2
epoch,train_loss,val_loss,test_loss,val_f1_macro,val_f1_micro,test_f1_macro,test_f1_micro,val_pearson_mean,test_pearson_mean
1,0.30904657155396004,0.26671651005744934,0.2625659108161926,0.003149508951683318,0.005672149744753261,0.0014336917562724016,0.002331002331002331,0.3044936299324036,0.2760081499814987
2,0.2503195851437959,0.2446790635585785,0.24014341831207275,0.13929204589869423,0.17535545023696683,0.13893604221853453,0.1902071563088512,0.40935074388980863,0.40734222531318665

FINAL TEST SCORES AFTER EPOCH 2
metric,value
test_loss,0.24014341831207275
test_f1_macro,0.13893604221853453
test_f1_micro,0.1902071563088512
test_pearson_mean,0.40734222531318665

CLASSWISE RESULTS AFTER EPOCH 2
class,precision,recall,f1_score,support
anger_1,0.0,0.0,0.0,36.0
anger_2,1.0,0.06666666666666667,0.125,15.0
anger_3,0.0,0.0,0.0,9.0
fear_1,0.5263157894736842,0.06289308176100629,0.11235955056179775,159.0
fear_2,0.3333333333333333,0.020202020202020204,0.0380952380952381,99.0
fear_3,0.6,0.54,0.5684210526315789,50.0
joy_1,0.7058823529411765,0.13186813186813187,0.2222222222222222,91.0
joy_2,0.0,0.0,0.0,31.0
joy_3,0.0,0.0,0.0,12.0
